Velocity2,Rise_In_Insulin,CGM_Difference,Skewness,Variance,Max_Value,Min_Value,Mean_Value,Entropy,RMS,bins,kmeans_bins,dbscan_bins
-2.0,139.13333333333333,0.1656441717791411,-0.1859575171969626,1045.281807372176,190.0,85.0,139.45,3.3395000232149887,148.33,4,1,4
-2.0,139.46666666666667,0.09090909090909091,0.24705229243639606,752.3020214030914,156.0,84.0,114.21,3.3386652360937776,120.55,4,1,1
0.0,220.13333333333333,0.11764705882352941,-0.26656049433431633,269.2770511296076,266.0,182.0,229.41,3.364711569457402,230.37,2,2,4
-2.0,230.93333333333334,0.17012448132780084,0.5763895350938917,463.2461355529132,280.0,215.0,241.17,3.363371365347768,237.42,2,2,4
-7.0,275.3333333333333,0.1032258064516129,-0.028230764609594918,6117.131985731274,342.0,115.0,228.38,3.3065091156776085,251.49,1,3,4
-9.0,218.6,0.19202898550724637,0.4089482555378572,5015.797859690844,329.0,115.0,201.17,3.306325034947676,220.38,4,3,4
-3.0,167.33333333333334,0.09473684210526316,-0.4365407099023307,614.7253269916765,208.0,115.0,170.59,3.3564132843968832,168.02,4,5,4
1.0,232.33333333333334,0.108,-0.748588174240248,4074.5184304399513,277.0,91.0,206.41,3.3137181811061875,225.72,2,3,4
-0.0,190.53333333333333,0.4801980198019802,0.7578898746570245,1674.9892984542212,299.0,138.0,209.9,3.348875743663224,202.34,2,2,4
0.0,341.06666666666666,0.11420612813370473,-0.43517902937242064,429.1652794292509,400.0,340.0,378.28,3.3657830253082888,377.69,1,4,4
-11.0,273.46666666666664,0.13313609467455623,0.22235033926872727,10964.523186682523,383.0,88.0,218.45,3.2499519522967315,254.04,4,3,4
-1.0,206.26666666666668,0.02262443438914027,-0.32604497910134755,1257.8953626634957,226.0,125.0,181.03,3.347490665024174,188.65,4,5,4
4.0,166.93333333333334,0.26519337016574585,0.12702887785995748,503.5600475624257,229.0,143.0,183.48,3.3598112833213185,186.34,2,5,4
4.0,214.8,0.36363636363636365,-0.5454835716461734,891.7740784780021,270.0,182.0,234.14,3.3589313191830943,233.36,2,2,4
-3.0,280.8,0.0,-0.3258284950733893,240.97265160523185,318.0,262.0,290.69,3.365860308155576,293.3,1,4,4
-1.0,277.53333333333336,0.035830618892508145,-0.21722620074367985,297.281807372176,318.0,257.0,288.45,3.365499679911206,291.63,4,4,4
-2.0,230.13333333333333,0.08300395256916997,-0.14751749959165514,3125.148632580262,274.0,117.0,199.76,3.3268208001327557,213.77,3,2,4
-5.0,147.93333333333334,0.011049723756906077,0.13376915996500233,784.7395957193816,183.0,94.0,138.14,3.3466800907460845,141.22,1,1,4
5.0,192.66666666666666,0.3027027027027027,-0.5157587635325009,1665.5576694411413,241.0,108.0,185.55,3.341671152787068,196.84,1,5,4
4.0,220.86666666666667,0.13679245283018868,-0.22459742473930017,1986.4875148632577,241.0,108.0,179.83,3.3354478209494953,190.19,4,5,4
1.0,157.4,0.20754716981132076,0.3482606373261983,51.54577883472058,184.0,153.0,164.62,3.3663486478521114,163.13,1,5,4
0.0,153.06666666666666,0.9207317073170732,0.9612894586149487,2974.6254458977405,315.0,162.0,207.17,3.3348190409873073,200.13,4,3,4
8.0,202.73333333333332,0.9347826086956522,-0.26259932363580657,4573.343638525565,355.0,164.0,264.97,3.333405427242506,262.68,3,3,4
-7.0,272.53333333333336,0.08695652173913043,-0.1059345650894744,6312.834720570749,350.0,127.0,235.31,3.3078594873203833,258.61,1,3,4
